医薬品コード,名称,薬価基準収載医薬品コード
620009381,テモカプリル塩酸塩錠４ｍｇ「ＮＳ」,2144009F3061
620009383,テモカプリル塩酸塩錠４ｍｇ「ＮＰ」,2144009F3053
620009384,テモカプリル塩酸塩錠４ｍｇ「サワイ」,2144009F3100
620009385,テモカプリル塩酸塩錠４ｍｇ「サンド」,2144009F3118
620009386,テモカプリル塩酸塩錠４ｍｇ「ＪＧ」,2144009F3045
620009387,テモカプリル塩酸塩錠４ｍｇ「タイヨー」,2144009F3126
620009388,テモカプリル塩酸塩錠４ｍｇ「タカタ」,2144009F3134
620009389,テモカプリル塩酸塩錠４ｍｇ「タナベ」,2144009F3142
620009390,テモカプリル塩酸塩錠４ｍｇ「ＴＣＫ」,2144009F3088
620009391,テモカプリル塩酸塩錠４ｍｇ「日医工」,2144009F3150
620009392,テモカプリル塩酸塩錠４ｍｇ「ＢＭＤ」,2144009F3037
620009393,テモカプリル塩酸塩錠４ｍｇ「ＹＤ」,2144009F3096
620009394,ドキサゾシン錠０．５ｍｇ「タナベ」,2149026F1050
620009395,ドキサゾシン錠１ｍｇ「タナベ」,2149026F2170
620009396,ドキサゾシン錠２ｍｇ「タナベ」,2149026F3177
620009397,ドキサゾシン錠４ｍｇ「タナベ」,2149026F4050
620009400,トリクロルメチアジド錠１ｍｇ「ＮＰ」,2132003F3020
620009401,トリクロルメチアジド錠２ｍｇ「ＮＰ」,2132003F1400
620009430,フルイトラン錠１ｍｇ,2132003F3039
620009434,ベニジピン塩酸塩錠８ｍｇ「ＹＤ」,2171021F3159
620009442,メシル酸ドキサゾシン錠０．５「ＭＥＥＫ」　０．５ｍｇ,2149026F1069
620009443,メシル酸ドキサゾシン錠４「ＭＥＥＫ」　４ｍｇ,2149026F4068
620009453,リシノプリル錠１０ｍｇ「マイラン」,2144006F2126
620009609,メゾルミン錠２５ｍｇ,2123011F1015
620009610,メチニン錠２５ｍｇ,2123011F1015
620252201,チスタロール錠５ｍｇ,2123005F1249
620252204,カルテオロール塩酸塩錠５ｍｇ「サワイ」,2123005F1257
620252701,アイデイトロール錠１０ｍｇ,2123008F1250
620252713,プロプラノロール塩酸塩錠１０ｍｇ「日医工」,2123008F1269
620253701,レットリット錠５ｍｇ,2123009F3630
620253703,ピンドロール錠５ｍｇ「イセイ」,2123009F3649
620253729,ピンドロール錠５ｍｇ「ツルハラ」,2123009F3657
620254403,アテノロール錠２５ｍｇ「日新」,2123011F1015
620254406,アテノロール錠２５ｍｇ「トーワ」,2123011F1015
620254407,アテノロール錠２５ｍｇ「ＮＰ」,2123011F1015
620254410,アテノロール錠２５ｍｇ「日医工」,2123011F1015
620254411,アテノロール錠２５ｍｇ「サワイ」,2123011F1015
620254412,アテノロール錠２５ｍｇ「ＮｉｋＰ」,2123011F1015
620254413,セーラジール錠２５ｍｇ,2123011F1015
620254416,カテノミン錠２５　２５ｍｇ,2123011F1015
620254417,クシセミン錠２５ｍｇ,2123011F1015
620254418,テノミロール錠２５ｍｇ,2123011F1015
620254419,アテノロール錠２５ｍｇ「タイヨー」,2123011F1015
620254420,アテネミール錠２５ｍｇ,2123011F1015
620254421,アテノリズム錠２５ｍｇ,2123011F1015
620254422,リスモリース錠２５ｍｇ,2123011F1015
620254509,アテノロール錠５０ｍｇ「サワイ」,2123011F2011
620254517,アテノロール錠５０ｍｇ「トーワ」,2123011F2011
620254527,アテノロール錠５０ｍｇ「日医工」,2123011F2011
620254532,アテノロール錠５０ｍｇ「日新」,2123011F2011
620254544,アテノロール錠５０ｍｇ「ファイザー」,2123011F2577
620254553,アテノロール錠５０ｍｇ「ＮｉｋＰ」,2123011F2534
620254554,アテノロール錠５０ｍｇ「ＮＰ」,2123011F2011
620255102,アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」,2123014F1094
620255302,アロチノロール塩酸塩錠１０ｍｇ「ＤＳＰ」,2123014F2201
620255401,アロチノイル錠１０ｍｇ,2123014F2180
620255403,アロチノロール塩酸塩錠１０ｍｇ「サワイ」,2123014F2228
620255408,アロチノロール塩酸塩錠１０ｍｇ「トーワ」,2123014F2244
620255417,アロチノロール塩酸塩錠１０ｍｇ「ＪＧ」,2123014F2210
620255420,アロチノロール塩酸塩錠１０ｍｇ「テバ」,2123014F2236
620256101,メインテート錠２．５ｍｇ,2123016F1107
620256201,メインテート錠５ｍｇ,2123016F2189
620262802,トリクロルメチアジド錠２ｍｇ「日医工」,2132003F1427
620263001,トリクロルメチアジド錠２ｍｇ「イセイ」,2132003F1419
620264701,ヒドロクロロチアジド錠２５ｍｇ「トーワ」,2132004F1103
620266102,スピロノラクトン錠２５ｍｇ「ツルハラ」,2133001F1638
620266110,スピロノラクトン錠２５ｍｇ「テバ」,2133001F1611
620266125,ラクデーン錠２５ｍｇ,2133001F1573
620266131,スピラクトン錠２５ｍｇ「三恵」,2133001F1565
620266132,スピロノラクトン錠２５ｍｇ「日医工」,2133001F1590
620266138,スピロノラクトン錠２５ｍｇ「ＹＤ」,2133001F1603
620266304,スピロノラクトン錠２５ｍｇ「タナベ」,2133001F1581
620266305,スピロノラクトン錠２５ｍｇ「ＣＨ」,2133001F1620
620266409,スピロノラクトン錠５０ｍｇ「ＹＤ」,2133001F2014
620266412,スピロノラクトン錠５０ｍｇ「タナベ」,2133001F2014
620266413,スピロノラクトン錠５０ｍｇ「ＣＨ」,2133001F2014
620266901,ジウテレン錠３０ｍｇ,2133002F1179
620267805,カンレノ酸カリウム静注用２００ｍｇ「サワイ」,2133400D3034
620268501,メフルシド錠２５ｍｇ「日医工」,2135001F1136
620270101,オイテンシンカプセル４０ｍｇ,2139005N1057
620271902,フロセミド注射液２０ｍｇ「日医工」,2139401A2196
620281201,アラセプリル錠１２．５ｍｇ「日医工」,2144003F1096
620281601,アラセプリル錠２５ｍｇ「タイヨー」,2144003F2211
620281801,アラセプリル錠２５ｍｇ「日医工」,2144003F2220
620289301,ラベタロール塩酸塩錠５０ｍｇ「トーワ」,2149009F1081
620289701,ラベタロール塩酸塩錠１００ｍｇ「トーワ」,2149009F2070
620290104,メトプロロール酒石酸塩錠２０ｍｇ「ＴＣＫ」,2149010F1149
620290106,メトプロロール酒石酸塩錠２０ｍｇ「トーワ」,2149010F1173
620293401,プロプラノロール塩酸塩徐放カプセル６０ｍｇ「サワイ」,2149014M1065
620295101,ニカルジピン塩酸塩徐放カプセル２０ｍｇ「日医工」,2149019N1195
620295802,ニカルジピン塩酸塩徐放カプセル４０ｍｇ「日医工」,2149019N2205
620302701,ベハイドＲＡ配合錠,2149103F1031
620303201,ニカルジピン塩酸塩注射液２ｍｇ「サワイ」　２ｍＬ,2149400A1132
620303303,ニカルジピン塩酸塩注射液２ｍｇ「ＦＹ」　２ｍＬ,2149400A1108
620303501,ニカルジピン塩酸塩注射液１０ｍｇ「サワイ」　１０ｍＬ,2149400A2155
620303601,ニカルジピン塩酸塩注射液１０ｍｇ「ＦＹ」　１０ｍＬ,2149400A2120
620303701,ニカルジピン塩酸塩注１０ｍｇ「タイヨー」　１０ｍＬ,2149400A2139
620307001,ジルチアゼム塩酸塩錠３０ｍｇ「ＣＨ」,2171006F1305
620307006,ジルチアゼム塩酸塩錠３０ｍｇ「サワイ」,2171006F1321
620307010,ジルチアゼム塩酸塩錠３０ｍｇ「タイヨー」,2171006F1313
620307012,ジルチアゼム塩酸塩錠３０ｍｇ「トーワ」,2171006F1364
620307026,ジルチアゼム塩酸塩錠３０ｍｇ「ＹＤ」,2171006F1356
620307601,ジルチアゼム塩酸塩Ｒカプセル１００ｍｇ「サワイ」,2171006N1148
620307702,ジルチアゼム塩酸塩徐放カプセル１００ｍｇ「日医工」,2171006N1156
620318701,ニフェジピンＬ錠１０ｍｇ「日医工」,2171014G1267
620318801,ニフェジピンＬ錠１０ｍｇ「トーワ」,2171014G1259
620320201,ニフェジピンＬ錠２０ｍｇ「日医工」,2171014G2018
620320301,ニフェジピンＬ錠２０ｍｇ「トーワ」,2171014G2018
620323403,ニフェジピンカプセル１０ｍｇ「テバ」,2171014M2305
620327001,ニトレンジピン錠５ｍｇ「三和」,2171020F1232
620327202,ニトレンジピン錠５ｍｇ「ＮＰ」,2171020F1011
620327602,ニトレンジピン錠５ｍｇ「オーハラ」,2171020F1011
620328401,ニトレンジピン錠１０ｍｇ「三和」,2171020F2018
620328602,ニトレンジピン錠１０ｍｇ「ＮＰ」,2171020F2018
620329002,ニトレンジピン錠１０ｍｇ「オーハラ」,2171020F2018
620347801,ニカルジピン塩酸塩散１０％「日医工」,2149019B1083
620349101,ニカルジピン塩酸塩錠２０ｍｇ「日医工」,2149019F2251
620350201,ニカルジピン塩酸塩錠２０ｍｇ「ＴＣＫ」,2149019F2243
621243302,エナラプリルマレイン酸塩錠２．５ｍｇ「ファイザー」,2144002F1288
621243401,エナリン錠２．５ｍｇ,2144002F1180
621243601,エナラプリルマレイン酸塩錠２．５ｍｇ「日医工」,2144002F1270
621243801,エナラプリルマレイン酸塩錠２．５ｍｇ「タイヨー」,2144002F1016
621244402,エナラプリルマレイン酸塩錠５ｍｇ「ファイザー」,2144002F2330
621244501,エナリン錠５ｍｇ,2144002F2284
621245002,エナラプリルマレイン酸塩錠５ｍｇ「オーハラ」,2144002F2012
621245201,エナラプリルマレイン酸塩錠５ｍｇ「日医工」,2144002F2012
621245501,エナラプリルマレイン酸塩錠５ｍｇ「タイヨー」,2144002F2012
621245801,エナラプリルマレイン酸塩錠１０ｍｇ「日医工」,2144002F3230
621246201,リシノプリル錠１０ｍｇ「オーハラ」,2144006F2142
621246301,リシノプリル錠１０ｍｇ「タイヨー」,2144006F2010
621246501,リシノプリル錠１０ｍｇ「日医工」,2144006F2150
621248601,セリプロロール塩酸塩錠１００ｍｇ「日医工」,2149029F1097
621248701,セリプロロール塩酸塩錠１００ｍｇ「テバ」,2149029F1011
621248801,セリプロロール塩酸塩錠１００ｍｇ「タナベ」,2149029F1070
621248901,セリプロロール塩酸塩錠２００ｍｇ「日医工」,2149029F2093
621249001,セリプロロール塩酸塩錠２００ｍｇ「テバ」,2149029F2018
621249102,セリプロロール塩酸塩錠２００ｍｇ「タナベ」,2149029F2018
621365602,カプトプリル細粒５％「日医工」,2144001C1015
621365713,カプトプリル錠１２．５ｍｇ「日医工」,2144001F1259
621365810,カプトプリル錠２５ｍｇ「日医工」,2144001F2018
621365821,カプトプリル錠２５ｍｇ「トーワ」,2144001F2018
621365822,カプトプリル錠２５「ＳＷ」　２５ｍｇ,2144001F2018
621366706,メトプロロール酒石酸塩錠４０ｍｇ「トーワ」,2149010F2242
621366715,メトプロロール酒石酸塩錠４０ｍｇ「ＹＤ」,2149010F2234
621366718,メトプロロール酒石酸塩錠４０ｍｇ「サワイ」,2149010F2226
621399302,ビソプロロールフマル酸塩錠２．５ｍｇ「ＺＥ」,2123016F1018
621399401,ビソプロロールフマル酸塩錠２．５ｍｇ「トーワ」,2123016F1123
621399602,ビソプロロールフマル酸塩錠２．５ｍｇ「日医工」,2123016F1131
621399902,ビソプロロールフマル酸塩錠５ｍｇ「ＺＥ」,2123016F2014
621400001,ビソプロロールフマル酸塩錠５ｍｇ「トーワ」,2123016F2200
621400301,ビソプロロールフマル酸塩錠５ｍｇ「タイヨー」,2123016F2014
621400502,ビソプロロールフマル酸塩錠５ｍｇ「日医工」,2123016F2219
621400601,ビソプロロールフマル酸塩錠５ｍｇ「日新」,2123016F2014
621400901,ビソプロロールフマル酸塩錠５ｍｇ「サワイ」,2123016F2014
621401401,エナラプリルマレイン酸塩錠２．５ｍｇ「サワイ」,2144002F1300
621401501,エナラプリルマレイン酸塩錠５ｍｇ「トーワ」,2144002F2349
621401701,エナラプリルマレイン酸塩錠５ｍｇ「サワイ」,2144002F2357
621402801,ニカルジピン塩酸塩注射液２ｍｇ「日医工」　２ｍＬ,2149400A1124
621402901,ニカルジピン塩酸塩注射液１０ｍｇ「日医工」　１０ｍＬ,2149400A2147
621469201,ニルバジピン錠２ｍｇ「サワイ」,2149022F1087
621469301,ニルバジピン錠４ｍｇ「日医工」,2149022F2091
621469401,ニルバジピン錠４ｍｇ「サワイ」,2149022F2105
621469501,ベタキソロール塩酸塩錠５ｍｇ「テバ」,2149031F1078
621469801,ベタキソロール塩酸塩錠１０ｍｇ「テバ」,2149031F2082
621470101,カルベジロール錠１０ｍｇ「サワイ」,2149032F1099
621470201,カルベジロール錠１０ｍｇ「トーワ」,2149032F1129
621470301,カルベジロール錠２０ｍｇ「サワイ」,2149032F2095
621470401,カルベジロール錠２０ｍｇ「トーワ」,2149032F2125
621470902,ニソルジピン錠５ｍｇ「ＹＤ」,2171019F1108
621526102,トランドラプリル錠０．５ｍｇ「オーハラ」,2144011F1074
621526202,トランドラプリル錠１ｍｇ「オーハラ」,2144011F2070
621526301,トランドラプリル錠１ｍｇ「トーワ」,2144011F2089
621563401,ニカルジピン塩酸塩注２ｍｇ「タイヨー」　２ｍＬ,2149400A1116
621573401,メインロール錠２．５　２．５ｍｇ,2123016F1018
621573402,ビソプロロールフマル酸塩錠２．５ｍｇ「サワイ」,2123016F1018
621573601,エナラプリルマレイン酸塩錠５ｍｇ「ＪＧ」,2144002F2012
621575702,ジルチアゼム塩酸塩錠３０ｍｇ「日医工」,2171006F1348
621623001,マニジピン塩酸塩錠１０ｍｇ「タイヨー」,2149027F2132
621623101,マニジピン塩酸塩錠２０ｍｇ「タイヨー」,2149027F3139
621628601,ドキサゾシン錠１ｍｇ「ＮＰ」,2149026F2227
621628701,ドキサゾシン錠２ｍｇ「ＮＰ」,2149026F3223
621631801,ドキサゾシン錠１ｍｇ「サワイ」,2149026F2200
621631901,ドキサゾシン錠２ｍｇ「サワイ」,2149026F3207
621632201,エナラプリルマレイン酸塩錠２．５ｍｇ「トーワ」,2144002F1296
621632301,エナラプリルマレイン酸塩錠１０ｍｇ「トーワ」,2144002F3264
621636401,ドキサゾシン錠１ｍｇ「日医工」,2149026F2219
621636501,ドキサゾシン錠２ｍｇ「日医工」,2149026F3215
621636601,ドキサゾシン錠１ｍｇ「トーワ」,2149026F2235
621636701,ドキサゾシン錠２ｍｇ「トーワ」,2149026F3231
621637101,ニフェジピンＣＲ錠２０ｍｇ「トーワ」,2171014G4096
621638003,マニジピン塩酸塩錠１０ｍｇ「タナベ」,2149027F2140
621638103,マニジピン塩酸塩錠２０ｍｇ「タナベ」,2149027F3147
621640901,マニジピン塩酸塩錠１０ｍｇ「日医工」,2149027F2159
621641001,マニジピン塩酸塩錠２０ｍｇ「日医工」,2149027F3155
621641101,マニジピン塩酸塩錠１０ｍｇ「ＹＤ」,2149027F2167
621641201,マニジピン塩酸塩錠２０ｍｇ「ＹＤ」,2149027F3163
621641601,ドキサゾシン錠１ｍｇ「ＹＤ」,2149026F2189
621641701,ドキサゾシン錠２ｍｇ「ＹＤ」,2149026F3185
621642802,エナラプリルマレイン酸塩錠２．５ｍｇ「オーハラ」,2144002F1261
621642902,エナラプリルマレイン酸塩錠１０ｍｇ「オーハラ」,2144002F3019
621675601,ニフェジピンＣＲ錠２０ｍｇ「日医工」,2171014G4100
621675701,ニフェジピンＣＲ錠４０ｍｇ「日医工」,2171014G5106
621676601,リシノプリル錠５ｍｇ「オーハラ」,2144006F1103
621682801,ペリンドプリルエルブミン錠２ｍｇ「サワイ」,2144012F1087
621682901,ペリンドプリルエルブミン錠４ｍｇ「サワイ」,2144012F2083
621685101,ニフェジピンＣＲ錠１０ｍｇ「トーワ」,2171014G3090
621685201,ニフェジピンＣＲ錠４０ｍｇ「トーワ」,2171014G5092
621689701,ペリンドプリルエルブミン錠２ｍｇ「トーワ」,2144012F1095
621689801,ペリンドプリルエルブミン錠４ｍｇ「トーワ」,2144012F2091
621720801,セリプロロール塩酸塩錠２００ｍｇ「ＪＧ」,2149029F2018
621733201,ニフェジピンＣＲ錠１０ｍｇ「日医工」,2171014G3103
621739203,塩酸ベニジピン錠２「ＮＰ」　２ｍｇ,2171021F1245
621739403,塩酸ベニジピン錠４「ＮＰ」　４ｍｇ,2171021F2268
621739601,ベニジピン塩酸塩錠４ｍｇ「ツルハラ」,2171021F2233
621739702,ベニジピン塩酸塩錠４ｍｇ「杏林」,2171021F2250
621751201,ベニジピン塩酸塩錠２ｍｇ「トーワ」,2171021F1253
621751301,ベニジピン塩酸塩錠４ｍｇ「トーワ」,2171021F2276
621769401,プレミネント配合錠,2149110F1031
621769402,プレミネント配合錠ＬＤ,2149110F1040
621770001,カルテオロール塩酸塩錠５ｍｇ「日医工」,2123005F1265
621783103,塩酸ベニジピン錠８「ＮＰ」　８ｍｇ,2171021F3230
621838103,ニフェジピンＣＲ錠１０ｍｇ「ＮＰ」,2171014G3081
621838203,ニフェジピンＣＲ錠２０ｍｇ「ＮＰ」,2171014G4088
621838303,ニフェジピンＣＲ錠４０ｍｇ「ＮＰ」,2171014G5084
621847203,アムロジピン錠２．５ｍｇ「ＱＱ」,2171022F1436
621847303,アムロジピン錠５ｍｇ「ＱＱ」,2171022F2432
621852302,アムロジピン錠２．５ｍｇ「ＤＳＥＰ」,2171022F1401
621852402,アムロジピン錠５ｍｇ「ＤＳＥＰ」,2171022F2408
621852502,イミダプリル塩酸塩錠２．５ｍｇ「ＤＳＥＰ」,2144008F1188
621852602,イミダプリル塩酸塩錠５ｍｇ「ＤＳＥＰ」,2144008F2184
621852702,イミダプリル塩酸塩錠１０ｍｇ「ＤＳＥＰ」,2144008F3180
621855203,アムロジピン錠２．５ｍｇ「ＮｉｋＰ」,2171022F1428
621857103,アムロジピン錠５ｍｇ「ＮｉｋＰ」,2171022F2424
621865301,トランドラプリル錠０．５ｍｇ「トーワ」,2144011F1082
621867101,ベニジピン塩酸塩錠８ｍｇ「トーワ」,2171021F3248
621890901,エナラプリルマレイン酸塩錠１０ｍｇ「サワイ」,2144002F3272
621926601,ミコンビ配合錠ＡＰ,2149113F1027
621926701,ミコンビ配合錠ＢＰ,2149113F2023
621931301,アムロジピンＯＤ錠２．５ｍｇ「ＴＣＫ」,2171022F3099
621931401,アムロジピンＯＤ錠５ｍｇ「ＴＣＫ」,2171022F4095
621931901,アムロジピンＯＤ錠２．５ｍｇ「明治」,2171022F3234
621932001,アムロジピンＯＤ錠５ｍｇ「明治」,2171022F4230
621932501,ラジレス錠１５０ｍｇ,2149047F1028
621932701,カデュエット配合錠１番,2190101F1020
621932801,カデュエット配合錠２番,2190102F1025
621932901,カデュエット配合錠３番,2190103F1020
621933001,カデュエット配合錠４番,2190104F1024
621934401,アムロジピンＯＤ錠２．５ｍｇ「タイヨー」,2171022F3196
621934402,アムロジピンＯＤ錠２．５ｍｇ「テバ」,2171022F3315
621934501,アムロジピンＯＤ錠５ｍｇ「タイヨー」,2171022F4192
621934502,アムロジピンＯＤ錠５ｍｇ「テバ」,2171022F4311
621934601,シルニジピン錠５ｍｇ「タイヨー」,2149037F1067
621934701,シルニジピン錠１０ｍｇ「タイヨー」,2149037F2063
621936101,マニジピン塩酸塩錠５ｍｇ「タイヨー」,2149027F1101
621936201,ジルチアゼム塩酸塩錠６０ｍｇ「タイヨー」,2171006F2077
621936801,アムロジピンＯＤフィルム２．５ｍｇ「興和テバ」,2171022F3242
621936803,アムロジピンＯＤフィルム２．５ｍｇ「ＱＱ」,2171022F3307
621936901,アムロジピンＯＤフィルム５ｍｇ「興和テバ」,2171022F4249
621936903,アムロジピンＯＤフィルム５ｍｇ「ＱＱ」,2171022F4303
621937301,アムロジピンＯＤ錠２．５ｍｇ「ＮＳ」,2171022F3080
621937401,アムロジピンＯＤ錠５ｍｇ「ＮＳ」,2171022F4087
621938301,カオルトーン錠５　５ｍｇ,2149027F1055
621938501,アムロジピンＯＤ錠２．５ｍｇ「ＪＧ」,2171022F3056
621938601,アムロジピンＯＤ錠５ｍｇ「ＪＧ」,2171022F4052
621941201,アムロジピンＯＤ錠２．５ｍｇ「ＹＤ」,2171022F3110
621941301,アムロジピンＯＤ錠５ｍｇ「ＹＤ」,2171022F4117
621941401,ヨウチアゼム錠６０ｍｇ,2171006F2093
621941402,ジルチアゼム塩酸塩錠６０ｍｇ「ＹＤ」,2171006F2158
621941501,マニジロット錠５ｍｇ,2149027F1110
621941502,マニジピン塩酸塩錠５ｍｇ「ＹＤ」,2149027F1144
621941601,アムロジピンＯＤ錠２．５ｍｇ「ケミファ」,2171022F3161
621941701,アムロジピンＯＤ錠５ｍｇ「ケミファ」,2171022F4168
621942301,イミダプリル塩酸塩錠２．５ｍｇ「マイラン」,2144008F1170
621942401,イミダプリル塩酸塩錠５ｍｇ「マイラン」,2144008F2176
621942501,イミダプリル塩酸塩錠１０ｍｇ「マイラン」,2144008F3172
621944301,アムロジピンＯＤ錠２．５ｍｇ「タカタ」,2171022F3200
621944401,アムロジピンＯＤ錠５ｍｇ「タカタ」,2171022F4206
621945101,テモカプリル塩酸塩錠１ｍｇ「トーワ」,2144009F1174
621945201,テモカプリル塩酸塩錠２ｍｇ「トーワ」,2144009F2170
621945301,テモカプリル塩酸塩錠４ｍｇ「トーワ」,2144009F3177
621945401,リシノプリル錠５ｍｇ「トーワ」,2144006F1057
621945501,リシノプリル錠２０ｍｇ「トーワ」,2144006F3041
621945601,ジムロスト錠５ｍｇ,2149027F1071
621945701,セレスナット錠６０ｍｇ,2171006F2085
621945702,ジルチアゼム塩酸塩錠６０ｍｇ「トーワ」,2171006F2166
621948101,塩酸ベニジピン錠８「ＭＥＥＫ」　８ｍｇ,2171021F3167
621948401,アムロジピン錠２．５ｍｇ「ＢＭＤ」,2171022F1398
621948501,アムロジピン錠５ｍｇ「ＢＭＤ」,2171022F2394
621949101,アムロジピンＯＤ錠２．５ｍｇ「アメル」,2171022F3145
621949201,アムロジピンＯＤ錠５ｍｇ「アメル」,2171022F4141
621950402,ニカルジピン塩酸塩注射液２５ｍｇ「ＦＹ」　２５ｍＬ,2149400A4034
621951201,アムロジピンＯＤ錠２．５ｍｇ「ＮＰ」,2171022F3072
621951301,アムロジピンＯＤ錠５ｍｇ「ＮＰ」,2171022F4079
621952605,アムロジピンＯＤ錠２．５ｍｇ「ＴＹＫ」,2171022F3293
621952705,アムロジピンＯＤ錠５ｍｇ「ＴＹＫ」,2171022F4290
621953901,ベニジピン塩酸塩錠８ｍｇ「ＴＹＫ」,2171021F3175
621954601,アムロジピンＯＤ錠２．５ｍｇ「ＫＲＭ」,2171022F3064
621954701,アムロジピンＯＤ錠５ｍｇ「ＫＲＭ」,2171022F4060
621956402,マニジピン塩酸塩錠５ｍｇ「タナベ」,2149027F1128
621956801,アムロジピンＯＤ錠２．５ｍｇ「フソー」,2171022F3226
621956901,アムロジピンＯＤ錠５ｍｇ「フソー」,2171022F4222
621957301,アムロジピンＯＤ錠２．５ｍｇ「科研」,2171022F3153
621957401,アムロジピンＯＤ錠５ｍｇ「科研」,2171022F4150
621958901,アムロジピンＯＤ錠２．５ｍｇ「あすか」,2171022F3137
621959001,アムロジピンＯＤ錠２．５ｍｇ「サワイ」,2171022F3170
621959101,アムロジピンＯＤ錠２．５ｍｇ「サンド」,2171022F3188
621959201,アムロジピンＯＤ錠２．５ｍｇ「ＺＥ」,2171022F3129
621959301,アムロジピンＯＤ錠２．５ｍｇ「日医工」,2171022F3218
621959401,アムロジピンＯＤ錠５ｍｇ「あすか」,2171022F4133
621959501,アムロジピンＯＤ錠５ｍｇ「サワイ」,2171022F4176
621959601,アムロジピンＯＤ錠５ｍｇ「サンド」,2171022F4184
621959701,アムロジピンＯＤ錠５ｍｇ「ＺＥ」,2171022F4125
621959801,アムロジピンＯＤ錠５ｍｇ「日医工」,2171022F4214
621960401,カルバジン錠５ｍｇ,2149027F1063
621960602,ジルチアゼム塩酸塩錠６０ｍｇ「日医工」,2171006F2140
621960702,ニカルジピン塩酸塩錠１０ｍｇ「日医工」,2149019F1123
621963001,テモカプリル塩酸塩錠１ｍｇ「ＫＴＢ」,2144009F1166
621963101,テモカプリル塩酸塩錠２ｍｇ「ＫＴＢ」,2144009F2162
621963201,テモカプリル塩酸塩錠４ｍｇ「ＫＴＢ」,2144009F3169
621963901,ニカルピン錠１０　１０ｍｇ,2149019F1085
621965001,マニジップ錠５ｍｇ,2149027F1098
621965002,マニジピン塩酸塩錠５ｍｇ「日医工」,2149027F1136
621965401,メデピン錠２０　２０ｍｇ,2149010F1122
621965402,メトプロロール酒石酸塩錠２０ｍｇ「サワイ」,2149010F1157
621966001,ロコプール錠５　５ｍｇ,2144006F1065
621966101,ロコプール錠２０　２０ｍｇ,2144006F3050
621966201,ロンゲリール錠５ｍｇ,2144006F1073
621966202,リシノプリル錠５ｍｇ「日医工」,2144006F1111
621966301,ロンゲリール錠２０ｍｇ,2144006F3068
621966302,リシノプリル錠２０ｍｇ「日医工」,2144006F3114
621973001,アムロジピンＯＤ錠２．５ｍｇ「ＥＭＥＣ」,2171022F3250
621973101,アムロジピンＯＤ錠５ｍｇ「ＥＭＥＣ」,2171022F4257
621974401,セーブテンス錠２５ｍｇ,2123011F1198
621974402,アテノロール錠２５ｍｇ「ファイザー」,2123011F1317
621974501,レザルタス配合錠ＬＤ,2149115F1026
621974601,レザルタス配合錠ＨＤ,2149115F2022
621975302,エナラプリル錠２．５ＭＥＥＫ　２．５ｍｇ,2144002F1199
621977100,セリプロロール塩酸塩１００ｍｇ錠,2149029F1011
621977101,セリプロロール塩酸塩錠１００ｍｇ「ＪＧ」,2149029F1089
621977601,エナラプリルマレイン酸塩錠１０ｍｇ「マイラン」,2144002F3159
621977602,エナラプリルマレイン酸塩錠１０ｍｇ「ファイザー」,2144002F3256
621978501,シラザベース錠０．２５ｍｇ,2144005F1044
621978701,アムロジピン内用ゼリー２．５ｍｇ「トーワ」,2171022Q1054
621978801,アムロジピン内用ゼリー５ｍｇ「トーワ」,2171022Q2050
621979801,エナラート錠１０ｍｇ,2144002F3019
621980801,エックスフォージ配合錠,2149114F1021
621982301,オルメテック錠４０ｍｇ,2149044F4023
621982805,アムロジピン内用ゼリー２．５ｍｇ「ＴＹＫ」,2171022Q1070
621982905,アムロジピン内用ゼリー５ｍｇ「ＴＹＫ」,2171022Q2077
621985102,ベニジピン塩酸塩錠２ｍｇ「杏林」,2171021F1237
621985202,ベニジピン塩酸塩錠８ｍｇ「杏林」,2171021F3221
621985501,アムロジピンＯＤ錠２．５ｍｇ「ＫＮ」,2171022F3269
621985601,アムロジピンＯＤ錠５ｍｇ「ＫＮ」,2171022F4265
621986501,ユニシア配合錠ＬＤ,2149116F1020
621986601,ユニシア配合錠ＨＤ,2149116F2027
621987002,アラセプリル錠５０ｍｇ「日医工」,2144003F3080
621991101,アムロジン錠１０ｍｇ,2171022F5024
621991201,アムロジンＯＤ錠１０ｍｇ,2171022F6020
621991501,アムロジピン内用ゼリー２．５ｍｇ「あすか」,2171022Q1046
621991601,アムロジピン内用ゼリー５ｍｇ「あすか」,2171022Q2042
621991701,インヒロック錠０．２５　０．２５ｍｇ,2144005F1036
621992201,ジルチアゼム塩酸塩錠６０ｍｇ「サワイ」,2171006F2107
621992501,セボチール錠１２．５　１２．５ｍｇ,2144003F1061
621992601,セボチール錠５０　５０ｍｇ,2144003F3048
621999101,ミカルディス錠８０ｍｇ,2149042F3028
622002701,ノルバスク錠１０ｍｇ,2171022F5032
622002801,ノルバスクＯＤ錠１０ｍｇ,2171022F6039
622006801,ミカムロ配合錠ＡＰ,2149117F1025
622010101,ジルチアゼム塩酸塩Ｒカプセル２００ｍｇ「サワイ」,2171006N2055
622010502,ニカルジピン塩酸塩注射液２５ｍｇ「サワイ」　２５ｍＬ,2149400A3070
622013701,ニスタジール注２ｍｇ　２ｍＬ,2149400A1094
622013801,ニスタジール注２５ｍｇ　２５ｍＬ,2149400A3054
622018401,アムロジピンＯＤ錠２．５ｍｇ「ＣＨ」,2171022F3277
