医薬品コード,名称,薬価基準収載医薬品コード
622582501,ロスバスタチン錠２．５ｍｇ「共創未来」,2189017F1120
622582601,ロスバスタチンＯＤ錠２．５ｍｇ「共創未来」,2189017F3122
622582701,ロスバスタチン錠５ｍｇ「共創未来」,2189017F2126
622582801,ロスバスタチンＯＤ錠５ｍｇ「共創未来」,2189017F4129
622584101,アトーゼット配合錠ＬＤ,2189101F1020
622584201,アトーゼット配合錠ＨＤ,2189101F2026
622584701,ロスバスタチン錠２．５ｍｇ「ファイザー」,2189017F1251
622584801,ロスバスタチン錠５ｍｇ「ファイザー」,2189017F2258
622586001,ロスバスタチン錠２．５ｍｇ「ＴＣＫ」,2189017F1073
622586101,ロスバスタチン錠５ｍｇ「ＴＣＫ」,2189017F2070
622586201,ロスバスタチンＯＤ錠２．５ｍｇ「ＴＣＫ」,2189017F3076
622586301,ロスバスタチンＯＤ錠５ｍｇ「ＴＣＫ」,2189017F4072
622588801,ロスバスタチン錠２．５ｍｇ「サワイ」,2189017F1154
622588901,ロスバスタチン錠５ｍｇ「サワイ」,2189017F2150
622589001,ロスバスタチンＯＤ錠２．５ｍｇ「サワイ」,2189017F3149
622589101,ロスバスタチンＯＤ錠５ｍｇ「サワイ」,2189017F4145
622590101,ロスバスタチン錠２．５ｍｇ「サンド」,2189017F1162
622590201,ロスバスタチン錠５ｍｇ「サンド」,2189017F2169
622590301,ロスバスタチン錠２．５ｍｇ「武田テバ」,2189017F1200
622590401,ロスバスタチン錠５ｍｇ「武田テバ」,2189017F2207
622591701,ロスバスタチン錠２．５ｍｇ「ＪＧ」,2189017F1057
622591801,ロスバスタチン錠５ｍｇ「ＪＧ」,2189017F2053
622591901,ロスバスタチンＯＤ錠２．５ｍｇ「ＪＧ」,2189017F3050
622592001,ロスバスタチンＯＤ錠５ｍｇ「ＪＧ」,2189017F4056
622592501,ロスバスタチン錠２．５ｍｇ「オーハラ」,2189017F1103
622592601,ロスバスタチン錠５ｍｇ「オーハラ」,2189017F2100
622592701,ロスバスタチンＯＤ錠２．５ｍｇ「オーハラ」,2189017F3106
622592801,ロスバスタチンＯＤ錠５ｍｇ「オーハラ」,2189017F4102
622592901,ロスバスタチン錠２．５ｍｇ「三和」,2189017F1170
622593001,ロスバスタチン錠５ｍｇ「三和」,2189017F2177
622593101,ロスバスタチンＯＤ錠２．５ｍｇ「三和」,2189017F3157
622593201,ロスバスタチンＯＤ錠５ｍｇ「三和」,2189017F4153
622595301,ロスバスタチン錠２．５ｍｇ「日新」,2189017F1235
622595401,ロスバスタチン錠５ｍｇ「日新」,2189017F2231
622598301,ロスバスタチン錠２．５ｍｇ「日医工」,2189017F1227
622598401,ロスバスタチン錠５ｍｇ「日医工」,2189017F2223
622598501,ロスバスタチンＯＤ錠２．５ｍｇ「日医工」,2189017F3181
622598601,ロスバスタチンＯＤ錠５ｍｇ「日医工」,2189017F4188
622599201,ロスバスタチン錠２．５ｍｇ「ＭＥＥＫ」,2189017F1065
622599301,ロスバスタチン錠５ｍｇ「ＭＥＥＫ」,2189017F2061
622599401,ロスバスタチンＯＤ錠２．５ｍｇ「ＭＥＥＫ」,2189017F3068
622599501,ロスバスタチンＯＤ錠５ｍｇ「ＭＥＥＫ」,2189017F4064
622600301,ロスバスタチン錠２．５ｍｇ「ＥＥ」,2189017F1049
622600601,ロスバスタチン錠２．５ｍｇ「アメル」,2189017F1090
622600701,ロスバスタチン錠５ｍｇ「アメル」,2189017F2096
622600801,ロスバスタチンＯＤ錠２．５ｍｇ「アメル」,2189017F3092
622600901,ロスバスタチンＯＤ錠５ｍｇ「アメル」,2189017F4099
622601201,ロスバスタチン錠２．５ｍｇ「科研」,2189017F1111
622601301,ロスバスタチン錠５ｍｇ「科研」,2189017F2118
622601401,ロスバスタチンＯＤ錠２．５ｍｇ「科研」,2189017F3114
622601501,ロスバスタチンＯＤ錠５ｍｇ「科研」,2189017F4110
622604001,ピタバスタチンカルシウム錠１ｍｇ「ＫＯＧ」,2189016F1290
622604101,ピタバスタチンカルシウム錠２ｍｇ「ＫＯＧ」,2189016F2296
622604201,ピタバスタチンカルシウム錠４ｍｇ「ＫＯＧ」,2189016F3292
622605001,ロスバスタチンＯＤ錠２．５ｍｇ「ＥＥ」,2189017F3041
622605101,ロスバスタチンＯＤ錠５ｍｇ「ＥＥ」,2189017F4048
622605201,ロスバスタチン錠２．５ｍｇ「ニプロ」,2189017F1243
622605301,ロスバスタチン錠５ｍｇ「ＥＥ」,2189017F2045
622605401,ロスバスタチン錠５ｍｇ「ニプロ」,2189017F2240
622606601,プラバスタチンＮａ錠５ｍｇ「Ｍｅ」,2189010F1012
622606701,プラバスタチンＮａ錠１０ｍｇ「Ｍｅ」,2189010F2019
622615600,ピタバスタチンカルシウム１ｍｇ錠（１）,2189016F1010
622615700,ピタバスタチンカルシウム１ｍｇ錠（２）,2189016F4019
622615800,ピタバスタチンカルシウム２ｍｇ錠,2189016F5015
622615900,ピタバスタチンカルシウム４ｍｇ錠,2189016F3012
622640801,ロスバスタチン錠２．５ｍｇ「ツルハラ」,2189017F1260
622640901,ロスバスタチン錠５ｍｇ「ツルハラ」,2189017F2266
622644801,ロスバスタチンＯＤ錠２．５ｍｇ「ニプロ」,2189017F3190
622644901,ロスバスタチンＯＤ錠５ｍｇ「ニプロ」,2189017F4196
622660001,ロスバスタチン錠２．５ｍｇ「フェルゼン」,2189017F1278
622660101,ロスバスタチン錠５ｍｇ「フェルゼン」,2189017F2274
622665901,ピタバスタチンカルシウムＯＤ錠１ｍｇ「ＫＯＧ」,2189016F4116
622666001,ピタバスタチンカルシウムＯＤ錠２ｍｇ「ＫＯＧ」,2189016F5112
622666101,ピタバスタチンカルシウムＯＤ錠４ｍｇ「ＫＯＧ」,2189016F6100
622676701,ロスーゼット配合錠ＨＤ,2189102F2020
622676801,ロスーゼット配合錠ＬＤ,2189102F1024
622315600,シンバスタチン２０ｍｇ錠,2189011F3010
621528401,プラバスタチンナトリウム錠５ｍｇ「ＹＤ」,2189010F1489
621528501,プラバスタチンナトリウム錠１０ｍｇ「ＹＤ」,2189010F2507
622691000,シンバスタチン２０ｍｇ錠,2189011F3010
622691800,ピタバスタチンカルシウム２ｍｇ錠,2189016F2016
622692400,ロスバスタチンカルシウム２．５ｍｇ錠,2189017F1014
622692500,ロスバスタチンカルシウム２．５ｍｇ口腔内崩壊錠,2189017F3017
622692600,ロスバスタチンカルシウム５ｍｇ錠,2189017F2010
622692700,ロスバスタチンカルシウム５ｍｇ口腔内崩壊錠,2189017F4013
622803401,ロスバスタチン錠２．５ｍｇ「明治」,2189017F1014
622803501,ロスバスタチン錠５ｍｇ「明治」,2189017F2010
622803601,ロスバスタチンＯＤ錠２．５ｍｇ「明治」,2189017F3017
622803701,ロスバスタチンＯＤ錠５ｍｇ「明治」,2189017F4013
