医薬品コード,名称,薬価基準収載医薬品コード
622547901,アリピプラゾールＯＤ錠３ｍｇ「武田テバ」,1179045F4081
622548001,アリピプラゾールＯＤ錠６ｍｇ「武田テバ」,1179045F5088
622548101,アリピプラゾールＯＤ錠１２ｍｇ「武田テバ」,1179045F6084
622548201,アリピプラゾールＯＤ錠２４ｍｇ「武田テバ」,1179045F7013
622548301,アリピプラゾール内用液分包３ｍｇ「武田テバ」　０．１％３ｍＬ,1179045S2028
622548401,アリピプラゾール内用液分包６ｍｇ「武田テバ」　０．１％６ｍＬ,1179045S3024
622548501,アリピプラゾール内用液分包１２ｍｇ「武田テバ」　０．１％１２ｍＬ,1179045S4020
622550601,アリピプラゾール錠３ｍｇ「オーハラ」,1179045F1015
622550701,アリピプラゾール錠６ｍｇ「オーハラ」,1179045F2011
622550801,アリピプラゾール錠１２ｍｇ「オーハラ」,1179045F3018
622550901,アリピプラゾール錠２４ｍｇ「オーハラ」,1179045F9016
622551001,アリピプラゾール散１％「オーハラ」,1179045B1048
622551101,アリピプラゾールＯＤ錠３ｍｇ「オーハラ」,1179045F4014
622551201,アリピプラゾールＯＤ錠６ｍｇ「オーハラ」,1179045F5010
622551301,アリピプラゾールＯＤ錠１２ｍｇ「オーハラ」,1179045F6017
622551401,アリピプラゾールＯＤ錠２４ｍｇ「オーハラ」,1179045F7013
622552501,アリピプラゾール錠３ｍｇ「ＪＧ」,1179045F1031
622552601,アリピプラゾール錠６ｍｇ「ＪＧ」,1179045F2038
622552701,アリピプラゾール錠１２ｍｇ「ＪＧ」,1179045F3018
622552801,アリピプラゾールＯＤ錠３ｍｇ「ＪＧ」,1179045F4030
622552901,アリピプラゾールＯＤ錠６ｍｇ「ＪＧ」,1179045F5037
622553001,アリピプラゾールＯＤ錠１２ｍｇ「ＪＧ」,1179045F6033
622553101,アリピプラゾールＯＤ錠２４ｍｇ「ＪＧ」,1179045F7013
622553901,アリピプラゾール錠３ｍｇ「ヨシトミ」,1179045F1015
622554001,アリピプラゾール錠６ｍｇ「ヨシトミ」,1179045F2011
622554101,アリピプラゾール錠１２ｍｇ「ヨシトミ」,1179045F3018
622554201,アリピプラゾールＯＤ錠３ｍｇ「ヨシトミ」,1179045F4014
622554301,アリピプラゾールＯＤ錠６ｍｇ「ヨシトミ」,1179045F5010
622554401,アリピプラゾールＯＤ錠１２ｍｇ「ヨシトミ」,1179045F6017
622554501,アリピプラゾールＯＤ錠２４ｍｇ「ヨシトミ」,1179045F7013
622554601,アリピプラゾール散１％「ヨシトミ」,1179045B1099
622554901,アリピプラゾール錠３ｍｇ「明治」,1179045F1120
622555101,アリピプラゾール錠６ｍｇ「明治」,1179045F2127
622555301,アリピプラゾール錠１２ｍｇ「明治」,1179045F3123
622555801,アリピプラゾール錠２４ｍｇ「明治」,1179045F9016
622555901,アリピプラゾールＯＤ錠３ｍｇ「明治」,1179045F4120
622556001,アリピプラゾールＯＤ錠６ｍｇ「明治」,1179045F5126
622556101,アリピプラゾールＯＤ錠１２ｍｇ「明治」,1179045F6122
622556201,アリピプラゾールＯＤ錠２４ｍｇ「明治」,1179045F7129
622556401,アリピプラゾール散１％「明治」,1179045B1080
622557301,アリピプラゾール内用液分包３ｍｇ「ニプロ」　０．１％３ｍＬ,1179045S2036
622557401,アリピプラゾール内用液分包６ｍｇ「ニプロ」　０．１％６ｍＬ,1179045S3032
622557501,アリピプラゾール内用液分包１２ｍｇ「ニプロ」　０．１％１２ｍＬ,1179045S4039
622559001,アリピプラゾール錠３ｍｇ「サワイ」,1179045F1074
622559101,アリピプラゾール錠６ｍｇ「サワイ」,1179045F2011
622559201,アリピプラゾール錠１２ｍｇ「サワイ」,1179045F3018
622559301,アリピプラゾール錠２４ｍｇ「サワイ」,1179045F9016
622559801,アリピプラゾール内用液３ｍｇ分包「サワイ」　０．１％３ｍＬ,1179045S2052
622559901,アリピプラゾール内用液６ｍｇ分包「サワイ」　０．１％６ｍＬ,1179045S3059
622560001,アリピプラゾール内用液１２ｍｇ分包「サワイ」　０．１％１２ｍＬ,1179045S4055
622560701,アリピプラゾール内用液分包３ｍｇ「明治」　０．１％３ｍＬ,1179045S2044
622560901,アリピプラゾール内用液分包６ｍｇ「明治」　０．１％６ｍＬ,1179045S3040
622561001,アリピプラゾール内用液分包１２ｍｇ「明治」　０．１％１２ｍＬ,1179045S4047
622561601,アリピプラゾール錠３ｍｇ「アメル」,1179045F1015
622561701,アリピプラゾール錠６ｍｇ「アメル」,1179045F2011
622561801,アリピプラゾール錠１２ｍｇ「アメル」,1179045F3018
622561901,アリピプラゾール錠２４ｍｇ「アメル」,1179045F9016
622562001,アリピプラゾール散１％「アメル」,1179045B1030
622562101,アリピプラゾールＯＤ錠３ｍｇ「アメル」,1179045F4014
622562201,アリピプラゾールＯＤ錠６ｍｇ「アメル」,1179045F5010
622562301,アリピプラゾールＯＤ錠１２ｍｇ「アメル」,1179045F6017
622562401,アリピプラゾールＯＤ錠２４ｍｇ「アメル」,1179045F7013
622567801,アリピプラゾール錠３ｍｇ「日医工」,1179045F1015
622567901,アリピプラゾール錠６ｍｇ「日医工」,1179045F2011
622568001,アリピプラゾール錠１２ｍｇ「日医工」,1179045F3018
622568101,アリピプラゾール散１％「日医工」,1179045B1013
622568201,アリピプラゾールＯＤ錠３ｍｇ「日医工」,1179045F4014
622568301,アリピプラゾールＯＤ錠６ｍｇ「日医工」,1179045F5010
622568401,アリピプラゾールＯＤ錠１２ｍｇ「日医工」,1179045F6017
622568501,アリピプラゾールＯＤ錠２４ｍｇ「日医工」,1179045F7013
622569501,アリピプラゾールＯＤ錠３ｍｇ「ニプロ」,1179045F4014
622569601,アリピプラゾールＯＤ錠６ｍｇ「ニプロ」,1179045F5010
622569701,アリピプラゾールＯＤ錠１２ｍｇ「ニプロ」,1179045F6017
622569801,アリピプラゾールＯＤ錠２４ｍｇ「ニプロ」,1179045F7013
622569901,アリピプラゾール散１％「ニプロ」,1179045B1013
622570001,アリピプラゾール錠３ｍｇ「ニプロ」,1179045F1015
622570101,アリピプラゾール錠６ｍｇ「ニプロ」,1179045F2011
622570201,アリピプラゾール錠１２ｍｇ「ニプロ」,1179045F3018
622573901,ビプレッソ徐放錠５０ｍｇ,1179042G1025
622574001,ビプレッソ徐放錠１５０ｍｇ,1179042G2021
622599101,オランザピンＯＤ錠２．５ｍｇ「日医工」,1179044F6012
622609600,アリピプラゾール１％散,1179045B1013
622609700,アリピプラゾール３ｍｇ錠（１）,1179045F1015
622609800,アリピプラゾール３ｍｇ錠（２）,1179045F4014
622609900,アリピプラゾール６ｍｇ錠（１）,1179045F2011
622610000,アリピプラゾール６ｍｇ錠（２）,1179045F5010
622610100,アリピプラゾール１２ｍｇ錠（１）,1179045F3018
622610200,アリピプラゾール１２ｍｇ錠（２）,1179045F6017
622610300,アリピプラゾール２４ｍｇ錠（１）,1179045F9016
622610400,アリピプラゾール２４ｍｇ錠（２）,1179045F7013
622611300,オランザピン１％細粒,1179044C1014
622611400,オランザピン２．５ｍｇ錠（１）,1179044F1010
622611500,オランザピン２．５ｍｇ錠（２）,1179044F6012
622611600,オランザピン５ｍｇ錠（１）,1179044F2017
622611700,オランザピン５ｍｇ錠（２）,1179044F4010
622611800,オランザピン１０ｍｇ錠（１）,1179044F3013
622611900,オランザピン１０ｍｇ錠（２）,1179044F5016
622617300,リスペリドン２ｍｇ錠（２）,1179038F6017
622670701,ブロナンセリン錠２ｍｇ「タカタ」,1179048F1094
622670801,ブロナンセリン錠４ｍｇ「タカタ」,1179048F2090
622670901,ブロナンセリン錠８ｍｇ「タカタ」,1179048F3097
622671601,ブロナンセリン錠２ｍｇ「ＤＳＥＰ」,1179048F1035
622671701,ブロナンセリン錠４ｍｇ「ＤＳＥＰ」,1179048F2031
622671801,ブロナンセリン錠８ｍｇ「ＤＳＥＰ」,1179048F3038
622671901,ブロナンセリン散２％「ＤＳＰＢ」,1179048B1033
622672001,ブロナンセリン錠２ｍｇ「ＤＳＰＢ」,1179048F1043
622672101,ブロナンセリン錠４ｍｇ「ＤＳＰＢ」,1179048F2040
622672201,ブロナンセリン錠８ｍｇ「ＤＳＰＢ」,1179048F3046
622673901,ブロナンセリン錠２ｍｇ「ＹＤ」,1179048F1060
622674001,ブロナンセリン錠４ｍｇ「ＹＤ」,1179048F2066
622674101,ブロナンセリン錠８ｍｇ「ＹＤ」,1179048F3062
622675001,ブロナンセリン錠４ｍｇ「日医工」,1179048F2112
622675101,ブロナンセリン錠２ｍｇ「日医工」,1179048F1116
622675201,ブロナンセリン錠８ｍｇ「日医工」,1179048F3119
622677801,ブロナンセリン錠２ｍｇ「トーワ」,1179048F1108
622677901,ブロナンセリン錠４ｍｇ「トーワ」,1179048F2104
622678001,ブロナンセリン錠８ｍｇ「トーワ」,1179048F3100
622680001,ブロナンセリン錠２ｍｇ「サワイ」,1179048F1086
622680101,ブロナンセリン錠４ｍｇ「サワイ」,1179048F2082
622680201,ブロナンセリン錠８ｍｇ「サワイ」,1179048F3089
622680301,ブロナンセリン散２％「アメル」,1179048B1041
622680701,ブロナンセリン錠２ｍｇ「アメル」,1179048F1078
622680801,ブロナンセリン錠４ｍｇ「アメル」,1179048F2074
622680901,ブロナンセリン錠８ｍｇ「アメル」,1179048F3070
622682701,オランザピンＯＤ錠２．５ｍｇ「ニプロ」,1179044F6012
622683201,ブロナンセリン錠２ｍｇ「ニプロ」,1179048F1124
622683301,ブロナンセリン錠４ｍｇ「ニプロ」,1179048F2120
622683401,ブロナンセリン錠８ｍｇ「ニプロ」,1179048F3127
622686501,ブロナンセリン錠２ｍｇ「ＫＮ」,1179048F1051
622686601,ブロナンセリン錠４ｍｇ「ＫＮ」,1179048F2058
622686701,ブロナンセリン錠８ｍｇ「ＫＮ」,1179048F3054
622687801,ロナセンテープ２０ｍｇ,1179700S1021
622687901,ロナセンテープ３０ｍｇ,1179700S2028
622688001,ロナセンテープ４０ｍｇ,1179700S3024
622692300,リスペリドン１％細粒,1179038C1019
622714800,リスペリドン０．５ｍｇ錠,1179038F4014
622714900,リスペリドン１ｍｇ口腔内崩壊錠,1179038F5010
622715000,リスペリドン０．５ｍｇ口腔内崩壊錠,1179038F7013
622715100,リスペリドン３ｍｇ口腔内崩壊錠,1179038F8010
622715200,リスペリドン０．１％液,1179038S1013
622715300,リスペリドン０．１％０．５ｍＬ液,1179038S2010
622715400,リスペリドン０．１％１ｍＬ液,1179038S3016
622715500,リスペリドン０．１％２ｍＬ液,1179038S4012
622715600,リスペリドン０．１％３ｍＬ液,1179038S5019
622715700,ブロナンセリン２ｍｇ錠,1179048F1019
622715800,ブロナンセリン４ｍｇ錠,1179048F2015
622715900,ブロナンセリン８ｍｇ錠,1179048F3011
622816901,ブロナンセリン散２％「サワイ」,1179048B1050
