請求コード,品名,分類
622631401,グリメピリド錠０．５ｍｇ「フェルゼン」,dm
622636501,グリメピリド錠１ｍｇ「フェルゼン」,dm
622636601,グリメピリド錠３ｍｇ「フェルゼン」,dm
620000448,ノボラピッド３０ミックス注　フレックスペン　３００単位,dm
620008893,ノボラピッド注　フレックスペン　３００単位,dm
620008894,ノボラピッド注　ペンフィル　３００単位,dm
620008895,ノボラピッド注　１００単位／ｍＬ,dm
620008896,ノボラピッド３０ミックス注　ペンフィル　３００単位,dm
621926901,ノボラピッド注　イノレット　３００単位,dm
621973201,ノボラピッド５０ミックス注　フレックスペン　３００単位,dm
621973301,ノボラピッド７０ミックス注　フレックスペン　３００単位,dm
622252701,ノボラピッド注　フレックスタッチ　３００単位,dm
620007536,ランタス注ソロスター　３００単位,dm
620008943,ランタス注カート　３００単位,dm
620008945,ランタス注１００単位／ｍＬ,dm
622440701,ランタスＸＲ注ソロスター　４５０単位,dm
622410901,インスリン　グラルギンＢＳ注カート「リリー」　３００単位,dm
622411001,インスリン　グラルギンＢＳ注ミリオペン「リリー」　３００単位,dm
622484801,インスリン　グラルギンＢＳ注キット「ＦＦＰ」　３００単位,dm
621911101,アピドラ注１００単位／ｍＬ,dm
621911201,アピドラ注ソロスター　３００単位,dm
621911301,アピドラ注カート　３００単位,dm
622451001,ライゾデグ配合注　フレックスタッチ　３００単位,dm
622198901,トレシーバ注　フレックスタッチ　３００単位,dm
622199001,トレシーバ注　ペンフィル　３００単位,dm
620008952,レベミル注　フレックスペン　３００単位,dm
620008953,レベミル注　ペンフィル　３００単位,dm
621927001,レベミル注　イノレット　３００単位,dm
620000265,ノボリンＲ注フレックスペン　３００単位,dm
620000266,ノボリンＮ注フレックスペン　３００単位,dm
620000269,ノボリン３０Ｒ注フレックスペン　３００単位,dm
620008897,ノボリンＲ注　１００単位／ｍＬ,dm
620008907,ヒューマリンＲ注カート　３００単位,dm
620008909,ヒューマリンＲ注１００単位／ｍＬ,dm
620008910,ヒューマリンＮ注カート　３００単位,dm
620008912,ヒューマリンＮ注１００単位／ｍＬ,dm
620008913,ヒューマリン３／７注カート　３００単位,dm
620008915,ヒューマリン３／７注１００単位／ｍＬ,dm
622114401,ヒューマリンＲ注ミリオペン　３００単位,dm
622114501,ヒューマリンＮ注ミリオペン　３００単位,dm
622114601,ヒューマリン３／７注ミリオペン　３００単位,dm
620002439,ヒューマログミックス２５注カート　３００単位,dm
620002440,ヒューマログミックス５０注カート　３００単位,dm
620007460,ヒューマログ注ミリオペン　３００単位,dm
620007461,ヒューマログミックス２５注ミリオペン　３００単位,dm
620007462,ヒューマログミックス５０注ミリオペン　３００単位,dm
620008916,ヒューマログ注１００単位／ｍＬ,dm
622642701,ヒューマログ注ミリオペンＨＤ　３００単位,dm
640451027,ヒューマログ注カート　３００単位,dm
622654401,メトアナ配合錠ＨＤ,dm
622654501,メトアナ配合錠ＬＤ,dm
622655001,トラディアンス配合錠ＡＰ,dm
622655101,トラディアンス配合錠ＢＰ,dm
622442201,トルリシティ皮下注０．７５ｍｇアテオス　０．５ｍＬ,dm
621974801,ビクトーザ皮下注１８ｍｇ　３ｍＬ,dm
622038301,バイエッタ皮下注５μｇペン３００　３００μｇ（５μｇ）,dm
622038401,バイエッタ皮下注１０μｇペン３００　３００μｇ（１０μｇ）,dm
622406001,ビデュリオン皮下注用２ｍｇペン,dm
622267001,リキスミア皮下注３００μｇ　３ｍＬ,dm
622869901,ツイミーグ錠５００ｍｇ,dm
620002441,ヒューマログＮ注カート　３００単位,dm
620005359,アカルボース錠５０ｍｇ「タイヨー」,dm
620005360,アカルボース錠１００ｍｇ「タイヨー」,dm
620006682,ボグリボース錠０．２ｍｇ「マイラン」,dm
620006683,ボグリボース錠０．３ｍｇ「マイラン」,dm
620007459,ヒューマログＮ注ミリオペン　３００単位,dm
620008942,ランタス注オプチクリック　３００単位,dm
620009286,アカルボースＯＤ錠５０ｍｇ「タイヨー」,dm
620009287,アカルボースＯＤ錠１００ｍｇ「タイヨー」,dm
620872001,グリベンクラミド錠２．５ｍｇ「タナベ」,dm
620872304,クロルプロパミド錠２５０ｍｇ「ＫＮ」,dm
621691101,ボグリボース錠０．２ｍｇ「ＴＣＫ」,dm
621691501,ボグリボース錠０．３ｍｇ「ＴＣＫ」,dm
621942101,アカルボース錠５０ｍｇ「マイラン」,dm
621942201,アカルボース錠１００ｍｇ「マイラン」,dm
622004701,グリメピリド錠１ｍｇ「タカタ」,dm
622004801,グリメピリド錠３ｍｇ「タカタ」,dm
622008501,アカルボースＯＤ錠５０ｍｇ「マイラン」,dm
622008601,アカルボースＯＤ錠１００ｍｇ「マイラン」,dm
622008701,グリメピリド錠１ｍｇ「マイラン」,dm
622008801,グリメピリド錠３ｍｇ「マイラン」,dm
622018801,グリベンクラミド錠１．２５ｍｇ「タナベ」,dm
622038801,グリメピリド錠１ｍｇ「ＫＯ」,dm
622038901,グリメピリド錠３ｍｇ「ＫＯ」,dm
622059001,グリメピリドＯＤ錠１ｍｇ「タイヨー」,dm
622059101,グリメピリドＯＤ錠３ｍｇ「タイヨー」,dm
622070801,メトホルミン塩酸塩錠２５０ｍｇ「ＪＧ」,dm
622171301,グリメピリド錠０．５ｍｇ「マイラン」,dm
622172101,ピオグリタゾン錠１５ｍｇ「マイラン」,dm
622172201,ピオグリタゾン錠３０ｍｇ「マイラン」,dm
622178601,ピオグリタゾン錠１５ｍｇ「ＺＪ」,dm
622178701,ピオグリタゾン錠３０ｍｇ「ＺＪ」,dm
622190001,グリメピリド錠０．５ｍｇ「タカタ」,dm
622229001,ビデュリオン皮下注用２ｍｇ　（懸濁用液付）,dm
622313200,グリクラジド４０ｍｇ錠,dm
622313300,グリメピリド３ｍｇ錠,dm
622450901,ライゾデグ配合注　ペンフィル　３００単位,dm
622518102,ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＳＮ」,dm
622518202,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「ＳＮ」,dm
622660601,テネリア錠４０ｍｇ,dm
622662501,ボグリボースＯＤ錠０．２ｍｇ「武田テバ」,dm
622662601,ボグリボースＯＤ錠０．３ｍｇ「武田テバ」,dm
622662701,ボグリボース錠０．２ｍｇ「武田テバ」,dm
622662801,ボグリボース錠０．３ｍｇ「武田テバ」,dm
622664101,ミグリトール錠２５ｍｇ「ＪＧ」,dm
622664201,ミグリトール錠５０ｍｇ「ＪＧ」,dm
622664301,ミグリトール錠７５ｍｇ「ＪＧ」,dm
622671001,グルベス配合ＯＤ錠,dm
622691700,ピオグリタゾン塩酸塩３０ｍｇ口腔内崩壊錠,dm
622699501,ザファテック錠２５ｍｇ,dm
622740200,グリベンクラミド１．２５ｍｇ錠,dm
622740300,グリベンクラミド２．５ｍｇ錠,dm
622740400,グリクラジド４０ｍｇ錠,dm
622740500,グリクラジド２０ｍｇ錠,dm
622740600,アカルボース５０ｍｇ錠,dm
622740700,アカルボース１００ｍｇ錠,dm
622740800,アカルボース５０ｍｇ口腔内崩壊錠,dm
622740900,アカルボース１００ｍｇ口腔内崩壊錠,dm
622741000,ボグリボース０．２ｍｇ錠,dm
622741100,ボグリボース０．３ｍｇ錠,dm
622741200,ボグリボース０．２ｍｇ口腔内崩壊錠,dm
622741300,ボグリボース０．３ｍｇ口腔内崩壊錠,dm
622741400,ピオグリタゾン塩酸塩１５ｍｇ口腔内崩壊錠,dm
622784601,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＤＳＰＢ」,dm
622784701,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＤＳＰＢ」,dm
622795901,ピオグリタゾン錠１５ｍｇ「武田テバ」,dm
622796001,ピオグリタゾン錠３０ｍｇ「武田テバ」,dm
622822401,メトホルミン塩酸塩錠２５０ｍｇＭＴ「明治」,dm
622822501,メトホルミン塩酸塩錠５００ｍｇＭＴ「明治」,dm
622847100,グリメピリド３ｍｇ錠,dm
622861201,テネリアＯＤ錠２０ｍｇ,dm
622861301,テネリアＯＤ錠４０ｍｇ,dm
621896403,アカルボースＯＤ錠５０ｍｇ「ＮＩＧ」,dm
621896503,アカルボースＯＤ錠１００ｍｇ「ＮＩＧ」,dm
622088303,グリメピリド錠１ｍｇ「ＶＴＲＳ」,dm
622088403,グリメピリド錠３ｍｇ「ＶＴＲＳ」,dm
622090003,ボグリボース錠０．２ｍｇ「ＶＴＲＳ」,dm
622090103,ボグリボース錠０．３ｍｇ「ＶＴＲＳ」,dm
622147303,ピオグリタゾン錠１５ｍｇ「ＶＴＲＳ」,dm
622147403,ピオグリタゾン錠３０ｍｇ「ＶＴＲＳ」,dm
622147503,ピオグリタゾンＯＤ錠１５ｍｇ「ＶＴＲＳ」,dm
622147602,ピオグリタゾンＯＤ錠３０ｍｇ「ＶＴＲＳ」,dm
622205503,グリメピリド錠０．５ｍｇ「ＶＴＲＳ」,dm
622417103,メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＶＴＲＳ」,dm
622417203,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＶＴＲＳ」,dm
622884701,ルセフィＯＤフィルム２．５ｍｇ,dm
622897500,グリメピリド１ｍｇ錠,dm
622897600,グリメピリド０．５ｍｇ錠,dm
622897700,グリメピリド１ｍｇ口腔内崩壊錠,dm
622897800,グリメピリド３ｍｇ口腔内崩壊錠,dm
622897900,グリメピリド０．５ｍｇ口腔内崩壊錠,dm
622898000,メトホルミン塩酸塩２５０ｍｇＧＬ錠,dm
622898100,メトホルミン塩酸塩２５０ｍｇＭＴ錠,dm
622898200,メトホルミン塩酸塩５００ｍｇＭＴ錠,dm
622898300,ナテグリニド３０ｍｇ錠,dm
622898400,ミグリトール２５ｍｇ口腔内崩壊錠,dm
629919801,オゼンピック皮下注２ｍｇ　１．５ｍＬ,dm
610433079,ダムゼール錠１．２５ｍｇ,dm
610441043,ダムゼール錠２．５ｍｇ,dm
610444147,メデット錠２５０ｍｇ,dm
610463145,ネルビス錠２５０ｍｇ,dm
613960078,マーグレイド錠２．５ｍｇ,dm
613960079,オペアミン錠２．５　２．５ｍｇ,dm
620002812,ベイスロース錠０．２ｍｇ,dm
620002813,ベイスロース錠０．３ｍｇ,dm
620002815,ベスタミオン錠０．２　０．２ｍｇ,dm
620002816,ベスタミオン錠０．３　０．３ｍｇ,dm
620002824,ベルデリール錠０．２ｍｇ,dm
620002825,ベルデリール錠０．３ｍｇ,dm
620002826,ベロム錠０．２　０．２ｍｇ,dm
620002827,ベロム錠０．３　０．３ｍｇ,dm
620002835,ボグシール錠０．２　０．２ｍｇ,dm
620002836,ボグシール錠０．３　０．３ｍｇ,dm
620002859,メトリオン錠２５０　２５０ｍｇ,dm
620003277,ヘキストラスチノン散１００％,dm
620003452,ヘキストラスチノン錠０．５ｇ　５００ｍｇ,dm
620003568,ダイアグリコ錠４０ｍｇ,dm
620003661,ルイメニア錠４０ｍｇ,dm
620004482,グルタミール錠４０ｍｇ,dm
620006891,グリミラン錠４０ｍｇ,dm
620873901,ブホルミン塩酸塩腸溶錠５０ｍｇ「ＫＯ」,dm
622005801,ルイメニア錠２０ｍｇ,dm
622009801,オペアミン錠１．２５　１．２５ｍｇ,dm
622039901,マーグレイド錠１．２５ｍｇ,dm
622141301,グリミラン錠２０ｍｇ,dm
622143401,ダイアグリコ錠２０ｍｇ,dm
622169101,グルタミール錠２０ｍｇ,dm
622813401,レパグリニド錠０．２５ｍｇ「サワイ」,dm
622813501,レパグリニド錠０．５ｍｇ「サワイ」,dm
629900701,ゾルトファイ配合注フレックスタッチ,dm
629905601,フィアスプ注　フレックスタッチ　３００単位,dm
629905701,フィアスプ注　ペンフィル　３００単位,dm
629905801,フィアスプ注　１００単位／ｍＬ,dm
629906701,ルムジェブ注１００単位／ｍＬ,dm
629906801,ルムジェブ注カート　３００単位,dm
629906901,ルムジェブ注ミリオペン　３００単位,dm
629907001,ルムジェブ注ミリオペンＨＤ　３００単位,dm
629907301,インスリン　リスプロＢＳ注１００単位／ｍＬ　ＨＵ「サノフィ」,dm
629907401,インスリン　リスプロＢＳ注カート　ＨＵ「サノフィ」　３００単位,dm
629907501,インスリン　リスプロＢＳ注ソロスターＨＵ「サノフィ」　３００単位,dm
629907601,ソリクア配合注ソロスター,dm
629907701,オゼンピック皮下注０．２５ｍｇＳＤ　０．５ｍＬ,dm
629907801,オゼンピック皮下注０．５ｍｇＳＤ　０．５ｍＬ,dm
629907901,オゼンピック皮下注１．０ｍｇＳＤ　１ｍｇ０．５ｍＬ,dm
629911601,リベルサス錠３ｍｇ,dm
629911701,リベルサス錠７ｍｇ,dm
629911801,リベルサス錠１４ｍｇ,dm
629914101,インスリン　アスパルトＢＳ注カート　ＮＲ「サノフィ」　３００単位,dm
629914201,インスリン　アスパルトＢＳ注ソロスターＮＲ「サノフィ」３００単位,dm
629914301,インスリン　アスパルトＢＳ注１００単位／ｍＬ　ＮＲ「サノフィ」,dm
640453023,イノレット３０Ｒ注　３００単位,dm
621784903,アカルボース錠５０ｍｇ「ＮＩＧ」,dm
621785003,アカルボース錠１００ｍｇ「ＮＩＧ」,dm
620871408,グリベンクラミド錠１．２５ｍｇ「ＮＩＧ」,dm
620871908,グリベンクラミド錠２．５ｍｇ「ＮＩＧ」,dm
621943305,ボグリボースＯＤ錠０．２ｍｇ「杏林」,dm
621943405,ボグリボースＯＤ錠０．３ｍｇ「杏林」,dm
622017902,グリメピリド錠１ｍｇ「ニプロ」,dm
622018002,グリメピリド錠３ｍｇ「ニプロ」,dm
622020905,グリメピリド錠１ｍｇ「ＮＩＧ」,dm
622021005,グリメピリド錠３ｍｇ「ＮＩＧ」,dm
622053802,ピオグリタゾン錠１５ｍｇ「ニプロ」,dm
622061002,ピオグリタゾン錠３０ｍｇ「ニプロ」,dm
622159303,グリメピリド錠０．５ｍｇ「ＮＩＧ」,dm
622202202,グリメピリド錠０．５ｍｇ「ニプロ」,dm
622931301,マンジャロ皮下注２．５ｍｇアテオス　０．５ｍＬ,dm
622931401,マンジャロ皮下注５ｍｇアテオス　０．５ｍＬ,dm
622931501,マンジャロ皮下注７．５ｍｇアテオス　０．５ｍＬ,dm
622931601,マンジャロ皮下注１０ｍｇアテオス　０．５ｍＬ,dm
622931701,マンジャロ皮下注１２．５ｍｇアテオス　０．５ｍＬ,dm
622931801,マンジャロ皮下注１５ｍｇアテオス　０．５ｍＬ,dm
622935000,ミチグリニドカルシウム５ｍｇ口腔内崩壊錠,dm
622935100,ミグリトール２５ｍｇ錠,dm
622935200,ミグリトール５０ｍｇ錠,dm
622935300,ミグリトール５０ｍｇ口腔内崩壊錠,dm
