請求コード,品名,分類
622600901,ロスバスタチンＯＤ錠５ｍｇ「アメル」,dl
622601201,ロスバスタチン錠２．５ｍｇ「科研」,dl
622601301,ロスバスタチン錠５ｍｇ「科研」,dl
622601401,ロスバスタチンＯＤ錠２．５ｍｇ「科研」,dl
622601501,ロスバスタチンＯＤ錠５ｍｇ「科研」,dl
622604001,ピタバスタチンカルシウム錠１ｍｇ「ＫＯＧ」,dl
622604101,ピタバスタチンカルシウム錠２ｍｇ「ＫＯＧ」,dl
622604201,ピタバスタチンカルシウム錠４ｍｇ「ＫＯＧ」,dl
622605001,ロスバスタチンＯＤ錠２．５ｍｇ「ＥＥ」,dl
622605101,ロスバスタチンＯＤ錠５ｍｇ「ＥＥ」,dl
622605201,ロスバスタチン錠２．５ｍｇ「ニプロ」,dl
622605301,ロスバスタチン錠５ｍｇ「ＥＥ」,dl
622605401,ロスバスタチン錠５ｍｇ「ニプロ」,dl
622606601,プラバスタチンＮａ錠５ｍｇ「Ｍｅ」,dl
622606701,プラバスタチンＮａ錠１０ｍｇ「Ｍｅ」,dl
622615600,ピタバスタチンカルシウム１ｍｇ錠（１）,dl
622615700,ピタバスタチンカルシウム１ｍｇ錠（２）,dl
622615800,ピタバスタチンカルシウム２ｍｇ錠,dl
622615900,ピタバスタチンカルシウム４ｍｇ錠,dl
622640801,ロスバスタチン錠２．５ｍｇ「ツルハラ」,dl
622640901,ロスバスタチン錠５ｍｇ「ツルハラ」,dl
622644801,ロスバスタチンＯＤ錠２．５ｍｇ「ニプロ」,dl
622644901,ロスバスタチンＯＤ錠５ｍｇ「ニプロ」,dl
620005932,エパキャップソフトカプセル３００ｍｇ,dl
620005032,ソルミラン顆粒状カプセル６００ｍｇ,dl
620005513,ソルミラン顆粒状カプセル９００ｍｇ,dl
610422206,ナサチームカプセル３００　３００ｍｇ,dl
610421343,エパデールＳ３００　３００ｍｇ,dl
610421344,エパデールＳ６００　６００ｍｇ,dl
613390006,エパデールカプセル３００　３００ｍｇ,dl
620001924,エパデールＳ９００　９００ｍｇ,dl
620007887,イコサペント酸エチル粒状カプセル３００ｍｇ「サワイ」,dl
620007888,イコサペント酸エチル粒状カプセル３００ｍｇ「ＴＣＫ」,dl
620007889,イコサペント酸エチル粒状カプセル３００ｍｇ「ＴＣ」,dl
620007890,イコサペント酸エチル粒状カプセル３００ｍｇ「日医工」,dl
620007891,イコサペント酸エチル粒状カプセル６００ｍｇ「サワイ」,dl
620007892,イコサペント酸エチル粒状カプセル６００ｍｇ「ＴＣＫ」,dl
620007893,イコサペント酸エチル粒状カプセル６００ｍｇ「ＴＣ」,dl
620007894,イコサペント酸エチル粒状カプセル６００ｍｇ「日医工」,dl
620007895,イコサペント酸エチル粒状カプセル９００ｍｇ「サワイ」,dl
620007896,イコサペント酸エチル粒状カプセル９００ｍｇ「ＴＣＫ」,dl
620007897,イコサペント酸エチル粒状カプセル９００ｍｇ「ＴＣ」,dl
620007898,イコサペント酸エチル粒状カプセル９００ｍｇ「日医工」,dl
621869505,イコサペント酸エチル粒状カプセル３００ｍｇ「杏林」,dl
621869605,イコサペント酸エチル粒状カプセル６００ｍｇ「杏林」,dl
621869705,イコサペント酸エチル粒状カプセル９００ｍｇ「杏林」,dl
622468501,イコサペント酸エチル粒状カプセル３００ｍｇ「ＣＨ」,dl
622468601,イコサペント酸エチル粒状カプセル６００ｍｇ「ＣＨ」,dl
622468701,イコサペント酸エチル粒状カプセル９００ｍｇ「ＣＨ」,dl
621959901,エパラ粒状カプセル３００ｍｇ,dl
621960001,エパラ粒状カプセル６００ｍｇ,dl
621960101,エパラ粒状カプセル９００ｍｇ,dl
610422056,エパロースカプセル３００ｍｇ,dl
610422055,エパラカプセル３００　３００ｍｇ,dl
622676701,ロスーゼット配合錠ＨＤ,dl
622676801,ロスーゼット配合錠ＬＤ,dl
622444001,アマルエット配合錠１番「ＫＮ」,dl
622444101,アマルエット配合錠２番「ＫＮ」,dl
622444201,アマルエット配合錠３番「ＫＮ」,dl
622444301,アマルエット配合錠４番「ＫＮ」,dl
622445401,アマルエット配合錠１番「ケミファ」,dl
622445501,アマルエット配合錠２番「ケミファ」,dl
622445601,アマルエット配合錠３番「ケミファ」,dl
622445701,アマルエット配合錠４番「ケミファ」,dl
622447601,アマルエット配合錠１番「トーワ」,dl
622447701,アマルエット配合錠２番「トーワ」,dl
622447801,アマルエット配合錠３番「トーワ」,dl
622447901,アマルエット配合錠４番「トーワ」,dl
622452401,アマルエット配合錠１番「ＴＣＫ」,dl
622452501,アマルエット配合錠２番「ＴＣＫ」,dl
622452601,アマルエット配合錠３番「ＴＣＫ」,dl
622452701,アマルエット配合錠４番「ＴＣＫ」,dl
622453001,アマルエット配合錠１番「ＤＳＥＰ」,dl
622453101,アマルエット配合錠２番「ＤＳＥＰ」,dl
622453201,アマルエット配合錠３番「ＤＳＥＰ」,dl
622453301,アマルエット配合錠４番「ＤＳＥＰ」,dl
622456901,アマルエット配合錠１番「サワイ」,dl
622457001,アマルエット配合錠２番「サワイ」,dl
622457101,アマルエット配合錠３番「サワイ」,dl
622457201,アマルエット配合錠４番「サワイ」,dl
622461101,アマルエット配合錠１番「サンド」,dl
622461201,アマルエット配合錠２番「サンド」,dl
622461301,アマルエット配合錠３番「サンド」,dl
622461401,アマルエット配合錠４番「サンド」,dl
622462701,アマルエット配合錠１番「ＥＥ」,dl
622462801,アマルエット配合錠２番「ＥＥ」,dl
622462901,アマルエット配合錠３番「ＥＥ」,dl
622463001,アマルエット配合錠４番「ＥＥ」,dl
622465301,アマルエット配合錠１番「日医工」,dl
622465401,アマルエット配合錠２番「日医工」,dl
622465501,アマルエット配合錠３番「日医工」,dl
622465601,アマルエット配合錠４番「日医工」,dl
622467801,アマルエット配合錠１番「ニプロ」,dl
622467901,アマルエット配合錠２番「ニプロ」,dl
622468001,アマルエット配合錠３番「ニプロ」,dl
622468101,アマルエット配合錠４番「ニプロ」,dl
621932701,カデュエット配合錠１番,dl
621932801,カデュエット配合錠２番,dl
621932901,カデュエット配合錠３番,dl
621933001,カデュエット配合錠４番,dl
620000054,シンバスタチン錠５ｍｇ「ＯＨＡＲＡ」,dl
620002049,シンバスタチン錠１０ｍｇ「ＯＨＡＲＡ」,dl
620002050,シンバスタチン錠２０ｍｇ「ＯＨＡＲＡ」,dl
620006681,プラバスタチンＮａ塩錠１０ｍｇ「ＫＨ」,dl
620009218,クロフィブラートカプセル２５０ｍｇ「トーワ」,dl
620339501,ベザフィブラート徐放錠２００ｍｇ「ＡＦＰ」,dl
620339603,ベザフィブラート徐放錠２００ｍｇ「武田テバ」,dl
620340602,ベザフィブラートＳＲ錠２００ｍｇ「タナベ」,dl
620341001,ベザフィブラート徐放錠１００ｍｇ「ＡＦＰ」,dl
620341102,ベザフィブラート徐放錠１００ｍｇ「武田テバ」,dl
621528401,プラバスタチンナトリウム錠５ｍｇ「ＹＤ」,dl
621528501,プラバスタチンナトリウム錠１０ｍｇ「ＹＤ」,dl
621534003,シンバスタチン錠５ｍｇ「武田テバ」,dl
621623603,シンバスタチン錠１０ｍｇ「武田テバ」,dl
621955101,リポバトール錠２０　２０ｍｇ,dl
621959902,イコサペント酸エチル粒状カプセル３００ｍｇ「日本臓器」,dl
621960002,イコサペント酸エチル粒状カプセル６００ｍｇ「日本臓器」,dl
621960102,イコサペント酸エチル粒状カプセル９００ｍｇ「日本臓器」,dl
621981401,プラバスタチンＮａ塩錠５ｍｇ「ＫＨ」,dl
622096101,ベザフィブラートＳＲ錠１００ｍｇ「タナベ」,dl
622102502,シンバスタチン錠２０ｍｇ「武田テバ」,dl
622180601,アトルバスタチン錠５ｍｇ「明治」,dl
622180701,アトルバスタチン錠１０ｍｇ「明治」,dl
622315600,シンバスタチン２０ｍｇ錠,dl
622660001,ロスバスタチン錠２．５ｍｇ「フェルゼン」,dl
622660101,ロスバスタチン錠５ｍｇ「フェルゼン」,dl
622665901,ピタバスタチンカルシウムＯＤ錠１ｍｇ「ＫＯＧ」,dl
622666001,ピタバスタチンカルシウムＯＤ錠２ｍｇ「ＫＯＧ」,dl
622666101,ピタバスタチンカルシウムＯＤ錠４ｍｇ「ＫＯＧ」,dl
622691000,シンバスタチン２０ｍｇ錠,dl
622691800,ピタバスタチンカルシウム２ｍｇ錠,dl
622728600,ベザフィブラート２００ｍｇ徐放錠,dl
622728700,ベザフィブラート１００ｍｇ徐放錠,dl
622803401,ロスバスタチン錠２．５ｍｇ「明治」,dl
622803501,ロスバスタチン錠５ｍｇ「明治」,dl
622803601,ロスバスタチンＯＤ錠２．５ｍｇ「明治」,dl
622803701,ロスバスタチンＯＤ錠５ｍｇ「明治」,dl
621524504,シンバスタチン錠５ｍｇ「ＶＴＲＳ」,dl
621635403,シンバスタチン錠１０ｍｇ「ＶＴＲＳ」,dl
621635504,シンバスタチン錠２０ｍｇ「ＶＴＲＳ」,dl
622273103,ピタバスタチンＣａ錠１ｍｇ「ＶＴＲＳ」,dl
622273203,ピタバスタチンＣａ錠２ｍｇ「ＶＴＲＳ」,dl
622273303,ピタバスタチンＣａ錠４ｍｇ「ＶＴＲＳ」,dl
622285002,ピタバスタチンカルシウム錠１ｍｇ「フェルゼン」,dl
622285102,ピタバスタチンカルシウム錠２ｍｇ「フェルゼン」,dl
622347402,ピタバスタチンカルシウム錠４ｍｇ「フェルゼン」,dl
622512003,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「ＶＴＲＳ」,dl
622512103,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「ＶＴＲＳ」,dl
622512203,ピタバスタチンＣａ・ＯＤ錠４ｍｇ「ＶＴＲＳ」,dl
622584703,ロスバスタチン錠２．５ｍｇ「ＶＴＲＳ」,dl
622584803,ロスバスタチン錠５ｍｇ「ＶＴＲＳ」,dl
622886101,オメガ−３脂肪酸エチル粒状カプセル２ｇ「ＹＤ」,dl
622892400,フェノフィブラート５３．３ｍｇ錠,dl
622892500,フェノフィブラート８０ｍｇ錠,dl
622892600,フルバスタチンナトリウム１０ｍｇ錠,dl
622892700,フルバスタチンナトリウム２０ｍｇ錠,dl
622892800,フルバスタチンナトリウム３０ｍｇ錠,dl
622892900,トコフェロールニコチン酸エステル２００ｍｇカプセル,dl
622893000,アムロジピンベシル酸塩・アトルバスタチンカルシウム３番錠,dl
622893100,アムロジピンベシル酸塩・アトルバスタチンカルシウム４番錠,dl
622908201,オメガ−３脂肪酸エチル粒状カプセル２ｇ「武田テバ」,dl
622910601,オメガ−３脂肪酸エチル粒状カプセル２ｇ「ＭＪＴ」,dl
622913601,オメガ−３脂肪酸エチル粒状カプセル２ｇ「トーワ」,dl
622917901,オメガ−３脂肪酸エチル粒状カプセル２ｇ「ニプロ」,dl
622920201,エパデールＥＭカプセル２ｇ,dl
610422004,アテロパンカプセル３００　３００ｍｇ,dl
610422054,エパフィールカプセル３００　３００ｍｇ,dl
610422059,エメラドールカプセル３００　３００ｍｇ,dl
610422098,クレスエパカプセル３００　３００ｍｇ,dl
610422123,シスレコンカプセル３００　３００ｍｇ,dl
610422286,メタパスカプセル３００　３００ｍｇ,dl
610422290,メルブラールカプセル３００　３００ｍｇ,dl
610422292,ヤトリップカプセル３００　３００ｍｇ,dl
610433008,アニベソールＳＲ錠２００　２００ｍｇ,dl
610433125,ベザスターＳＲ錠１００　１００ｍｇ,dl
610433126,ベザスターＳＲ錠２００　２００ｍｇ,dl
610453061,ゼフロプト錠５μｇ,dl
610463047,オプチラン錠５μｇ,dl
612190187,ニコ２００ソフトカプセル　２００ｍｇ,dl
620000013,アルセチン錠５　５ｍｇ,dl
620000014,アルセチン錠１０　１０ｍｇ,dl
620000038,コレリット錠５ｍｇ,dl
620000039,コレリット錠１０ｍｇ,dl
620000051,シンスタチン錠５ｍｇ,dl
620000070,タツプラミン錠５ｍｇ,dl
620000071,タツプラミン錠１０ｍｇ,dl
620000113,プラバメイト錠５ｍｇ,dl
620000114,プラバメイト錠１０ｍｇ,dl
620000156,メバリッチ錠５　５ｍｇ,dl
620000157,メバリッチ錠１０　１０ｍｇ,dl
620000171,リダックＭ錠１０　１０ｍｇ,dl
620001979,オプチラン錠１０μｇ,dl
620002108,プラメバン錠５　５ｍｇ,dl
620002109,プラメバン錠１０　１０ｍｇ,dl
620002166,リポラＭ錠５　５ｍｇ,dl
620002509,オパルモン錠５μｇ,dl
620002538,プロレナール錠５μｇ,dl
620002540,ベザリップ錠１００ｍｇ,dl
620002541,ベザリップ錠２００ｍｇ,dl
620002801,プラバピーク錠５ｍｇ,dl
620002802,プラバピーク錠１０ｍｇ,dl
620002879,リダックＭ錠５　５ｍｇ,dl
620002881,リマルモン錠５μｇ,dl
620003668,ロレルコ細粒５０％,dl
620004095,リマプロストアルファデクス錠５μｇ「Ｆ」,dl
620004607,ユベラＮカプセル１００ｍｇ,dl
620004608,ユベラＮ細粒４０％,dl
620004609,ユベラＮソフトカプセル２００ｍｇ,dl
620004985,ケントンカプセル２００ｍｇ,dl
620005931,ＮＥソフトカプセル２００ｍｇ,dl
620005965,サクベルコート錠２５０ｍｇ,dl
620006039,トコニジャストカプセル２００ｍｇ,dl
620006108,プロスエード錠２５０ｍｇ,dl
620007993,エパロース粒状カプセル３００ｍｇ,dl
620007994,エパロース粒状カプセル６００ｍｇ,dl
620007995,エパロース粒状カプセル９００ｍｇ,dl
620008111,メルブラール粒状カプセル３００ｍｇ,dl
620008112,メルブラール粒状カプセル６００ｍｇ,dl
620008113,メルブラール粒状カプセル９００ｍｇ,dl
620008610,クラフェデン錠２５０ｍｇ,dl
620008679,バナールＮカプセル１００ｍｇ,dl
620008706,フッコラート錠２５０ｍｇ,dl
620008761,ライドラース錠２５０ｍｇ,dl
620008784,ワニール錠２５０ｍｇ,dl
620009208,アトミラート錠２００ｍｇ,dl
620338305,ビノグラックカプセル２５０ｍｇ,dl
620344306,コトモール錠２００ｍｇ,dl
620353101,トコフェロールニコチン酸エステルカプセル１００ｍｇ「トーワ」,dl
620353201,ＶＥニコチネートカプセル１００ｍｇ,dl
620353202,トコフェロールニコチン酸エステルカプセル１００ｍｇ「ＮＰ」,dl
620353503,トコフェロールニコチン酸エステルカプセル２００ｍｇ「ＴＣ」,dl
620353601,トコフェロールニコチン酸エステルカプセル２００ｍｇ「サワイ」,dl
620353804,トコフェロールニコチン酸エステルカプセル２００ｍｇ「ＹＤ」,dl
620815302,イコサペント酸エチル顆粒状カプセル６００ｍｇ「ＭＪＴ」,dl
620815601,イコサペント酸エチルカプセル３００ｍｇ「日医工」,dl
620815903,イコサペント酸エチルカプセル３００ｍｇ「ＪＧ」,dl
620816201,イコサペント酸エチルカプセル３００ｍｇ「フソー」,dl
620816301,イコサペント酸エチルカプセル３００ｍｇ「日本臓器」,dl
620816501,イコサペント酸エチルカプセル３００ｍｇ「サワイ」,dl
620816805,イコサペント酸エチルカプセル３００ｍｇ「ＣＨ」,dl
620817001,イコサペント酸エチルカプセル３００ｍｇ「トーワ」,dl
620817103,イコサペント酸エチルカプセル３００ｍｇ「ＴＢＰ」,dl
620817504,イコサペント酸エチルカプセル３００ｍｇ「Ｈｐ」,dl
620817702,イコサペント酸エチルカプセル３００ｍｇ「ＹＤ」,dl
621315603,イコサペント酸エチルカプセル３００ｍｇ「杏林」,dl
621418905,リマプロストアルファデクス錠５μｇ「ＳＮ」,dl
621481101,リマプロストアルファデクス錠５μｇ「テバ」,dl
621522101,リマプロストアルファデクス錠５μｇ「日医工」,dl
621623701,リマプロストアルファデクス錠１０μｇ「テバ」,dl
621694102,リマプロストアルファデクス錠５μｇ「サワイ」,dl
621776502,イコサペント酸エチル顆粒状カプセル９００ｍｇ「ＭＪＴ」,dl
622026701,アニベソールＳＲ錠１００　１００ｍｇ,dl
622116801,シンスタチン錠１０ｍｇ,dl
622116901,シンスタチン錠２０ｍｇ,dl
622322700,プロブコール２５０ｍｇ錠,dl
622360201,トコフェロールニコチン酸エステルカプセル２００ｍｇ「日医工」,dl
622610500,イコサペント酸エチル３００ｍｇ粒状カプセル,dl
622692400,ロスバスタチンカルシウム２．５ｍｇ錠,dl
622692500,ロスバスタチンカルシウム２．５ｍｇ口腔内崩壊錠,dl
622692600,ロスバスタチンカルシウム５ｍｇ錠,dl
622692700,ロスバスタチンカルシウム５ｍｇ口腔内崩壊錠,dl
622704001,エゼチミブ錠１０ｍｇ「ＤＳＥＰ」,dl
622704101,エゼチミブ錠１０ｍｇ「フェルゼン」,dl
622728800,エラスターゼ１，８００単位錠,dl
622728900,プロブコール２５０ｍｇ錠,dl
622738800,リマプロスト　アルファデクス５μｇ錠,dl
622738900,イコサペント酸エチル３００ｍｇカプセル,dl
622739000,イコサペント酸エチル６００ｍｇ粒状カプセル,dl
622739100,イコサペント酸エチル９００ｍｇ粒状カプセル,dl
622784901,エゼチミブ錠１０ｍｇ「ケミファ」,dl
622786001,エゼチミブ錠１０ｍｇ「ＹＤ」,dl
622789601,エゼチミブ錠１０ｍｇ「トーワ」,dl
622789701,エゼチミブＯＤ錠１０ｍｇ「トーワ」,dl
622790901,エゼチミブ錠１０ｍｇ「日医工」,dl
622791901,エゼチミブ錠１０ｍｇ「ＫＭＰ」,dl
622792901,エゼチミブ錠１０ｍｇ「ＴＣＫ」,dl
622794301,エゼチミブ錠１０ｍｇ「ＴＥ」,dl
622795201,エゼチミブ錠１０ｍｇ「武田テバ」,dl
622797701,エゼチミブ錠１０ｍｇ「日新」,dl
622799601,エゼチミブ錠１０ｍｇ「杏林」,dl
622801101,エゼチミブ錠１０ｍｇ「明治」,dl
622805001,エゼチミブ錠１０ｍｇ「ＪＧ」,dl
622806401,エゼチミブ錠１０ｍｇ「ニプロ」,dl
622808201,エゼチミブ錠１０ｍｇ「アメル」,dl
622809701,エゼチミブ錠１０ｍｇ「サンド」,dl
622812801,エゼチミブ錠１０ｍｇ「サワイ」,dl
622814501,エゼチミブ錠１０ｍｇ「ＫＮ」,dl
622817301,トコフェロールニコチン酸エステルカプセル２００ｍｇ「ホリイ」,dl
622820901,エンレスト錠５０ｍｇ,dl
622821001,エンレスト錠１００ｍｇ,dl
622821101,エンレスト錠２００ｍｇ,dl
622846700,エゼチミブ１０ｍｇ錠,dl
620339604,ベザフィブラート徐放錠２００ｍｇ「ＮＩＧ」,dl
620341103,ベザフィブラート徐放錠１００ｍｇ「ＮＩＧ」,dl
621521304,プラバスタチンＮａ錠５ｍｇ「ＮＩＧ」,dl
621521404,プラバスタチンＮａ錠１０ｍｇ「ＮＩＧ」,dl
621934803,フルバスタチン錠１０ｍｇ「ＮＩＧ」,dl
621934903,フルバスタチン錠２０ｍｇ「ＮＩＧ」,dl
621935003,フルバスタチン錠３０ｍｇ「ＮＩＧ」,dl
622921301,アトルバスタチン錠５ｍｇ「ＶＴＲＳ」,dl
622921401,アトルバスタチン錠１０ｍｇ「ＶＴＲＳ」,dl
622927801,リバゼブ配合錠ＬＤ,dl
622927901,リバゼブ配合錠ＨＤ,dl
620817703,イコサペント酸エチルカプセル３００ｍｇ「ＢＭＤ」,dl
621850201,プラバスタチンＮａ塩錠５ｍｇ「ニプロ」,dl
621850301,プラバスタチンＮａ塩錠１０ｍｇ「ニプロ」,dl
622582502,ロスバスタチン錠２．５ｍｇ「ＫＭＰ」,dl
622582602,ロスバスタチンＯＤ錠２．５ｍｇ「ＫＭＰ」,dl
622582702,ロスバスタチン錠５ｍｇ「ＫＭＰ」,dl
622582802,ロスバスタチンＯＤ錠５ｍｇ「ＫＭＰ」,dl
622590302,ロスバスタチン錠２．５ｍｇ「ＮＩＧ」,dl
622590402,ロスバスタチン錠５ｍｇ「ＮＩＧ」,dl
622934200,アムロジピンベシル酸塩・アトルバスタチンカルシウム２番錠,dl
622944001,エゼアト配合錠ＬＤ「ＪＧ」,dl
622944101,エゼアト配合錠ＨＤ「ＪＧ」,dl
